epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
1,2.82281,2.79943,4.17099,2.4322,0.00192,0.5,0.00318,0.00113,3.38148,4.25854,2.73614,0,0,0,0,0,0,0,0
